source_database,source_file,record_type,title,abstract,journal,year,authors,doi,pmid,accession_number,query_id
wos,WoS-queryA1.ris,JOUR,Influences on the duration and success of out-of-hospital resuscitation of geriatric patients over 80 years of age - a retrospective evaluation,"Background Society is experiencing an increasing shift in the age distribution and accordingly, increased resuscitation rates of patients over 80 years and older. In 2022, more than 34% of people resuscitated in Germany were older than 80 years, although older age is considered a poor predictor for the outcome of cardiopulmonary resuscitation (CPR). Professional societies provide ethical recommendations on when resuscitation may be considered futile and should be terminated. However, the extent to which these recommendations are implemented is unclear. Methods Retrospective evaluation of pre-hospital documentation of out-of-hospital resuscitations in patients >= 80 years of age in the period 01/01/2014-12/31/2022 in one German county combined with data of the German Resuscitation Registry. For statistical testing, the significance level was set at p < 0.05. Results In total 578 cases were analyzed. Return of spontaneous circulation (ROSC): 26% (n = 148). Survival to discharge: 6.1% (n = 35). Median CPR duration: 17 min (10-28 min). The older the patients were, the worse the survival rate (p = 0.05) and the shorter the time to termination (p < 0.0001). No patient over 90 years of age was discharged alive. Resuscitation was also significantly shorter until termination with poorer ASA (American Society of Anesthesiologists) score (p < 0.001). Residents resuscitated significantly longer than specialists (p = 0.02). In surviving patients, there was a significant correlation between short CPR duration and good cerebral performance category (CPC) value: Median CPC1/2 = 5 min [3-10 min] vs. CPC 3/4 = 18 min [10-21 min]; p = 0.01. Interpretation Old age and poor health status is associated with shorter CPR duration until termination and older age is associated with poorer prognosis in out-of-hospital cardiac arrest (OHCA) concerning the possibility of return of spontaneous circulation (ROSC) and survival. A short resuscitation time is associated with a better CPC value. Therefore, when resuscitating patients over 80 years of age, even greater care should be taken to ensure that reversible causes are quickly corrected in order to achieve a ROSC and a good neurological outcome. Alternatively, resuscitation should be terminated promptly, as good survival can no longer be guaranteed. Resuscitation lasting more than 20 min should be avoided in any case, in line with the termination of resuscitation (ToR) criteria.",BMC EMERGENCY MEDICINE,2024,"Heuser, N; Rupp, D; Glass, S; Sassen, MC; Morin, A; Volberg, C",10.1186/s12873-024-01099-3,,WOS:001336894000003,A
wos,WoS-queryA1.ris,JOUR,Outcome of survivors of accidental deep hypothermia and circulatory arrest treated with extracorporeal blood warming,"Background Cardiopulmonary bypass has been used to rewarm victims of accidental deep hypothermia. Unlike other rewarming techniques, it restores organ perfusion immediately in patients with inadequate circulation. This study evaluated the long-term outcome of survivors of accidental deep hypothermia with circulatory arrest who had been rewarmed with cardiopulmonary bypass.",NEW ENGLAND JOURNAL OF MEDICINE,1997,"Walpoth, BH; WalpothAslan, BN; Mattle, HP; Radanov, BP; Schroth, G; Schaeffler, L; Fischer, AP; vonSegesser, L; Althaus, U",10.1056/NEJM199711203372103,,WOS:A1997YG24900003,A
wos,WoS-queryA1.ris,JOUR,The Role of Inflammatory Cytokines in Cardiac Arrest,"Introduction: Post-cardiac arrest syndrome (PCAS) is characterized by systemic ischemia/reperfusion injury, anoxic brain injury, and post-arrest myocardial dysfunction superimposed on a precipitating pathology. The role of inflammatory cytokines in cardiac arrest remains unclear. Aims: We aimed to describe, with an emphasis on clinical applications, what is known about the role of inflammatory cytokines in cardiac arrest. Data Sources: A PubMed literature review was performed for relevant articles. Only articles in English that studied cytokines in patients with cardiac arrest were included. Results: Cytokines play a crucial role in the pathogenesis of PCAS. Following cardiac arrest, the large release of circulating cytokines mediates the ischemia/reperfusion injury, brain dysfunction, and myocardial dysfunction seen. Interleukins, tumor necrosis factor, and matrix metalloproteinases all play a unique prognostic role in PCAS. High levels of inflammatory cytokines have been associated with mortality and/or poor neurologic outcomes. Interventions to modify the systemic inflammation seen in PCAS continue to be heavily studied. Currently, the only approved medical intervention for comatose patients following cardiac arrest is targeted temperature management. Medical agents, including minocycline and sodium sulfide, have demonstrated promise in animal models. Conclusions: The role of inflammatory cytokines for both short- and long-term outcomes is an important area for future investigation.",JOURNAL OF INTENSIVE CARE MEDICINE,2020,"Jou, C; Shah, R; Figueroa, A; Patel, JK",10.1177/0885066618817518,,WOS:000510061300002,A
wos,WoS-queryA1.ris,JOUR,Adverse events following implantable cardioverter defibrillator implantation: a systematic review,"Purpose Implantable cardioverter defibrillators (ICDs) prevent sudden cardiac death, but patients need to be counseled about potential harms. We summarized the evidence on adverse events from ICDs with a focus on ICD use for primary prevention of sudden cardiac death.",JOURNAL OF INTERVENTIONAL CARDIAC ELECTROPHYSIOLOGY,2014,"Persson, R; Earley, A; Garlitski, AC; Balk, EM; Uhlig, K",10.1007/s10840-014-9913-z,,WOS:000341692600013,A
wos,WoS-queryA1.ris,JOUR,A national analysis of the relationship between hospital factors and post-cardiac arrest mortality,"We sought to generate national estimates for post-cardiac arrest mortality, to assess trends, and to identify hospital factors associated with survival.",INTENSIVE CARE MEDICINE,2009,"Carr, BG; Goyal, M; Band, RA; Gaieski, DF; Abella, BS; Merchant, RM; Branas, CC; Becker, LB; Neumar, RW",10.1007/s00134-008-1335-x,,WOS:000263421400015,A
wos,WoS-queryA1.ris,JOUR,Long-term outcomes after event-free cardioverter defibrillator implantation: comparison between patients discharged within 24 h and routinely hospitalized patients in the German DEVICE registry,"Aims To analyse the long-term safety of implantable cardioverter defibrillators (ICDs) in patients discharged within 24 h or after 2- 5-day hospitalization, respectively, after complication-free implantation, in circumstances of actual care.",EUROPACE,2017,"Spitzer, SG; Andresen, D; Kuck, KH; Seidl, K; Eckardt, L; Ulbrich, M; Brachmann, J; Gonska, BD; Hoffmann, E; Bauer, A; Hochadel, M; Senges, J",10.1093/europace/euw117,,WOS:000404445200013,A
wos,WoS-queryA1.ris,JOUR,Optimal timing to measure optic nerve sheath diameter as a prognostic predictor in post-cardiac arrest patients treated with targeted temperature management,Aim: We evaluated the optimal timing of optic nerve sheath diameter (ONSD) measurement to predict neurologic outcome in post-cardiac arrest patients treated with target temperature management (TTM).,RESUSCITATION,2019,"Park, JS; Cho, Y; You, Y; Min, JH; Jeong, W; Ahn, HJ; Kang, C; Yoo, I; Ryu, S; Lee, J; Kim, SW; Cho, SU; Oh, SK; Lee, J; Lee, IH",10.1016/j.resuscitation.2019.07.004,,WOS:000487197500026,A
wos,WoS-queryA1.ris,JOUR,FIRST RUSSIAN EXPERIENCE IN LIVER AND KIDNEY TRANSPLANTATION FROM DONORS WITH OUT-OF-HOSPITAL CARDIAC ARREST: 3 YEARS' RESULTS,"Introduction. In megacities, the use of organs obtained from those who died as a result of sudden out-of-hospital cardiac arrest (OHCA) for transplantation is one of the promising ways of addressing the problem of organ donor shortage. In St. Petersburg, the model of transition from life support via extracorporeal membrane oxygenation (ECMO) of patients after OHCA to ECMO life support for organs of potential donors was tested for the first time. Materials and methods. In order to implement the program, round-the-clock ECMO and transplantation teams were organized at the inpatient emergency ward of Pavlov First St. Petersburg State Medical University. Interaction with the St. Petersburg City Emergency Station, St. Petersburg was established. The protocol of work with potential donors brought to the hospital after a sudden circulatory arrest was developed, approved by the ethics committee, and implemented in clinical practice. This was the first in Russia and in international practice. Between 2017 and 2020, 67 patients with sudden OHCA were brought to the inpatient emergency ward. In 4 (5.97%) cases, advanced cardiovascular life support was successful, and 11 (16.42%) patients became effective donors. Mortality among this group of patients without subsequent postmortem donation was 77.61% (52 patients). Results. Liver transplantation from non-heart-beating donors (NHBDs) whose blood circulation was restored by ECMO (ECMO NHBD) was performed in 5 recipients who were in severe condition against the background of liver failure. In 1 (20%) case, there was severe liver allograft dysfunction for 33 days with subsequent complete restoration of function. Kidney transplantation was performed in 22 patients. Immediate graft function occurred in 10 (45.45%), while delayed function occurred in 12 (54.55%) patients. Kidney graft survival was 86.4%, kidney graft recipient survival was 95.5%, liver graft recipient survival was 80%, and the follow-up period was 24.1 +/- 7.15 months. Conclusion. The use of ECMO to save the lives of patients with sudden OHCA can be implemented in conditions of a high degree of organization and synchronization of the work of the city emergency medical station and the emergency department of a multidisciplinary hospital. If cardiopulmonary resuscitation with ECMO (ECMO CPR) fails, it is possible to launch the ECMO NHBD donor program. Long-term outcomes of liver and kidney transplantation from ECMO NHBD are consistent with those using organs from brain-dead donors. Widespread implementation of the new organ donation model will increase the availability of transplant care.Y",VESTNIK TRANSPLANTOLOGII I ISKUSSTVENNYH ORGANOV,2021,"Reznik, ON; Skvortsov, AE; Daineko, VS; Loginov, IV; Kutenkov, AA; Komedev, SS; Teplov, VM; Kuzmin, DO; Ananiev, AN; Uliankina, IV; Gogolev, DV; Kukushkin, AA; Malyshev, ME; Boykov, AA; Savello, VE; Morozov, AN; Bagnenko, SF",10.15825/1995-1191-2021-3-35-49,,WOS:000696596500002,A
wos,WoS-queryA1.ris,JOUR,Detailed analysis of health-related quality of life after out-of-hospital cardiac arrest,Aim: To describe the detailed health-related quality of life (HRQoL) in survivors from the TTM-trial and to investigate potential differences related to sex and age.,RESUSCITATION,2019,"Bohm, M; Lilja, G; Finnbogadóttir, H; Cronberg, T; Undén, J; Friberg, H; Kjærgaard, J; Nielsen, N; Wise, MP; Åkerman, E",10.1016/j.resuscitation.2018.10.028,,WOS:000459785900028,A
wos,WoS-queryA1.ris,JOUR,Quality of survival after cardiopulmonary resuscitation,"Background: Outcome of cardiopulmonary resuscitation (CPR) can be poor, in terms of life expectancy and quality of life.",ARCHIVES OF INTERNAL MEDICINE,1999,"de Vos, R; de Haes, HCJM; Koster, RW; de Haan, RJ",10.1001/archinte.159.3.249,,WOS:000078437600004,A
wos,WoS-queryA1.ris,JOUR,"Part 12: Education, implementation, and teams 2010 International Consensus on Cardiopulmonary Resuscitation and Emergency Cardiovascular Care Science with Treatment Recommendations",,RESUSCITATION,2010,"Soar, J; Mancini, ME; Bhanji, F; Billi, JE; Dennett, J; Finn, J; Ma, MHM; Perkins, GD; Rodgers, DL; Hazinski, MF; Jacobs, I; Morley, PT",10.1016/j.resuscitation.2010.08.030,,WOS:000288816100012,A
wos,WoS-queryA1.ris,JOUR,Cognitive Recovery After Out-of-Hospital Cardiac Arrest: Insights Into Improvement Over 6 Months and the Role of Arrest Duration,"Background Out-of-hospital cardiac arrest is a significant cause of mortality and morbidity worldwide. Although resuscitation advancements have increased survival, many survivors suffer cognitive impairments that affect their quality of life. Most research has focused on neurological outcomes, whereas little attention has been paid to cognitive function. The aim is to investigate the proportion of cognitive impairment in survivors of out-of-hospital cardiac arrest at discharge and 6 months after cardiac arrest and to investigate the association between the duration of cardiac arrest and level of cognitive function.Methods In this prospective cohort study, 184 survivors of out-of-hospital cardiac arrest were assessed using the Montreal Cognitive Assessment screening tool. Duration of cardiac arrest was defined by no flow, low flow, and time to return of spontaneous circulation. Multiple logistic regression analysis provided odds ratios (OR) and CI.Results Of 184 survivors assessed, 26% had normal cognitive function at discharge, increasing to 67% at 6 months (n=149). Median Montreal Cognitive Assessment score improved from 23 (Q25-Q75: 20-26) to 26 (Q25-Q75: 24-28). At 6 months, adjusted ORs per minute were 1.03 (95% CI, 1.00-1.07) for low flow and 1.03 (95% CI, 1.00-1.07) for time to return of spontaneous circulation, whereas associations at discharge were near null (aOR approximate to 0.99). No significant association was found either at discharge or follow-up.Conclusions Cognitive function improved considerably within 6 months following cardiac arrest, with the proportion of patients exhibiting normal cognitive function increasing from 26% to 67%. This study found no association between the duration of cardiac arrest and cognitive function.",JOURNAL OF THE AMERICAN HEART ASSOCIATION,2025,"Brouer, JAE; Oestergaard, LG; Eiskjær, H; Bro-Jeppesen, J; Kristensen, LQ",10.1161/JAHA.125.042637,,WOS:001608898600001,A
wos,WoS-queryA1.ris,JOUR,Proteomics-Based Serum Alterations of the Human Protein Expression after Out-of-Hospital Cardiac Arrest: Pilot Study for Prognostication of Survivors vs. Non-Survivors at Day 1 after Return of Spontaneous Circulation (ROSC),"Background: Targeted temperature management (TTM) is considered standard therapy for patients after out-of-hospital cardiac arrest (OHCA), cardiopulmonary resuscitation (CPR), and return of spontaneous circulation (ROSC). To date, valid protein markers do not exist to prognosticate survivors and non-survivors before the end of TTM. The aim of this study is to identify specific protein patterns/arrays, which are useful for prediction in the very early phase after ROSC. Material and Methods: A total of 20 adult patients with ROSC (19 male, 1 female; 69.9 +/- 9.5 years) were included and dichotomized in two groups (survivors and non-survivors at day 30). Serum samples were drawn at day 1 after ROSC (during TTM). Three panels (organ failure, metabolic, neurology, inflammation; OLINK, Uppsala, Sweden) were utilised. A total of four proteins were found to be differentially regulated (>2- or t-test). Bioinformatic platforms were utilised to analyse pathways and identify signalling cascades and to screen for potential biomarkers. Results: A total of 276 proteins were analysed and revealed only 11 statistically significant protein alterations (Siglec-9, LAYN, SKR3, JAM-B, N2DL-2, TNF-B, BAMBI, NUCB2, STX8, PTK7, and PVLAB). Following the Bonferroni correction, no proteins were found to be regulated as statistically significant. Concerning the protein fold change for clinical significance, four proteins (IL-1 alpha, N-CDase, IL5, CRH) were found to be regulated in a clinically relevant context. Conclusions: Early analysis at 1 day after ROSC was not sufficiently possible during TTM to prognosticate survival or non-survival after OHCA. Future studies should evaluate protein expression later in the course after ROSC to identify promising protein candidates.",JOURNAL OF CLINICAL MEDICINE,2022,"Hinkelbein, J; Johnson, LKV; Kiselev, N; Schmitz, J; Hellmich, M; Drinhaus, H; Lichtenstein, T; Storm, C; Adler, C",10.3390/jcm11040996,,WOS:000763020900001,A
wos,WoS-queryA1.ris,JOUR,"Post-cardiac arrest syndrome: definition, pathophysiology, and management","The post-cardiac arrest syndrome is a delicate, critical and complex condition that involves most patients resuscitated by a cardiac arrest. The main pathophysiological mechanism of this syndrome is a widespread ischemia-reperfusion damage, then there are other pathological alterations involving various organs which, if untreated, can evolve into multiorgan dysfunction. For this reason, a series of diagnostic-therapeutic actions (bundles) are necessary to ensure a correct management of the post-cardiac arrest syndrome: adequate oxygenation and ventilation, hemodynamic stabilization, temperature control, early prediction of neurological outcome, optimization of metabolic aspects, indication and timing of coronary angiography. The management of the post-cardiac arrest syndrome, the fifth link in the chain of survival, consists of a set of early, complex and multidisciplinary interventions, which must be promptly started, immediately after a return of spontaneous circulation, regardless of the location of cardiac arrest presentation, and it aims to obtain a good hemodynamic and neurological recovery. In this review, we will address the most recent scientific recommendations in the various areas of management of post-cardiac arrest syndrome that have led in recent years to a change in the practical approach to the comatose patient after cardiac arrest.",GIORNALE ITALIANO DI CARDIOLOGIA,2025,"Dini, CS; Geraci, G; Valente, S; Tizzani, E; Sacco, A; Grimaldi, M; Colivicchi, F; Oliva, F",,,WOS:001539733600006,A
wos,WoS-queryA1.ris,JOUR,Association of health insurance with post-resuscitation care and neurological outcomes after return of spontaneous circulation in out-of-hospital cardiac arrest patients in Korea,Background: We investigated the association of health insurance status with post-resuscitation care and neurological recovery in out-of-hospital cardiac arrest (OHCA) and whether the effects changed with age or gender.,RESUSCITATION,2019,"Kim, TH; Ro, YS; Shin, SD; Song, KJ; Hong, KJ; Park, JH; Kong, SY",10.1016/j.resuscitation.2018.12.023,,WOS:000459785900025,A
wos,WoS-queryA1.ris,JOUR,DETERMINANTS OF QUALITY OF LIFE IN SURVIVORS OF CARDIAC ARREST,"Objective: To study factors related to quality of life after a hypoxic period due to cardiac arrest. Design: Retrospective cohort study. Subjects: Eighty-eight survivors of out-of-hospital cardiac arrest, admitted to a Dutch academic hospital between 2001 and 2006.",JOURNAL OF REHABILITATION MEDICINE,2010,"Moulaert, VRMP; Wachelder, EM; Verbunt, JA; Wade, DT; van Heugten, CM",10.2340/16501977-0547,,WOS:000279001000007,A
wos,WoS-queryA1.ris,JOUR,Prophylactic lidocaine for post resuscitation care of patients with out-of-hospital ventricular fibrillation cardiac arrest,Background: Antiarrhythmic drugs like lidocaine are usually given to promote return of spontaneous circulation (ROSC) during ongoing out-of-hospital cardiac arrest (OHCA) from ventricular fibrillation/tachycardia (VF/VT). Whether administering such drugs prophylactically for post-resuscitation care after ROSC prevents re-arrest and improves outcome is unstudied.,RESUSCITATION,2013,"Kudenchuk, PJ; Newell, C; White, L; Fahrenbruch, C; Rea, T; Eisenberg, M",10.1016/j.resuscitation.2013.05.022,,WOS:000328654800015,A
wos,WoS-queryA1.ris,JOUR,Mechanical devices for cardiopulmonary resuscitation,"Purpose of the review For over 40 years, manual chest compressions have been the foundation of cardiopulmonary resuscitation and recent studies have clearly reconfirmed the hemodynamic significance of delivering consistent, high-quality, infrequently-interrupted chest compressions. However, there remain multiple inadequacies in the actual delivery of manual chest compressions during cardiopulmonary resuscitation. One potential solution is use of adjunct mechanical devices",CURRENT OPINION IN CRITICAL CARE,2005,"Wigginton, JG; Miller, AH; Benitez, FL; Pepe, PE",10.1097/01.ccx.0000163720.23558.36,,WOS:000232199500007,A
wos,WoS-queryA1.ris,JOUR,Pediatric out-of-hospital cardiac arrest caused by left coronary-artery agenesis with primary shockable rhythm,"Background: To illustrate a rare cause of out-of-hospital cardiac arrest in children, its differential diagnoses, emergency and subsequent treatment at various steps in the rescue chain, and potential outcomes.& para;& para;Case presentation: A 4-year-old boy with unknown agenesis of the left coronary ostium sustained out-of-hospital cardiac arrest. Bystander cardio-pulmonary resuscitation was initiated and defibrillation was performed via an automated external defibrillator (AED) shortly after paramedics arrived at the scene, restoring sinus rhythm and spontaneous circulation. After admission to the intensive care unit the child was intubated for airway and seizure control. Further diagnostic work-up by angiography revealed agenesis of the left coronary artery. After initial seizures, the boy's neurological recovery was complete. He subsequently underwent successful internal mammary artery in-situ bypass surgery to the trunk of the left coronary artery. One year after cardiac arrest, the patient had completely recovered with no physical or intellectual sequelae. A catheter examination proved excellent growth of the bypass and good cardiac function.& para;& para;Conclusions: This case illustrates the long term outcome after agenesis of the LCA while reiterating that prompt access to pediatric defibrillation may be lifesaving-albeit in a minority of pediatric OHCA. (C) 2017 Elsevier Inc. All rights reserved.",AMERICAN JOURNAL OF EMERGENCY MEDICINE,2017,"Weigeldt, M; Lahmann, S; Krieger, K; Buttenberg, S; Stephan, V; Stiller, B; Stengel, D",10.1016/j.ajem.2017.05.011,,WOS:000415201700025,A
wos,WoS-queryA1.ris,JOUR,Effect of video laryngoscopy for non-trauma out-of-hospital cardiac arrest on clinical outcome: A registry-based analysis,"Aim: Videolaryngoscopy (VL) is a promising tool to provide a safe airway during cardiopulmonary resuscitation (CPR) and to ensure early reoxygenation. Using data from the German Resuscitation Registry, we investigated the outcome of non-traumatic out-of-hospital cardiac arrest (OHCA) patients treated with VL versus direct laryngoscopy (DL) for airway management.Methods: We analysed retrospective data of 14,387 patients from 1 January 2018 until 31 December 2021 (VL group, n = 2201; DL group, n = 12186). Primary endpoint was discharge with cerebral performance categories one and two (CPC1/2). Secondary endpoints were the rate of return of spontaneous circulation (ROSC), hospital admission, hospital admission with ongoing cardiopulmonary resuscitation, 30-day survival/ hospital discharge and airway management complications. We used multivariate binary logistic regression analysis to identify the effects on outcome of known influencing variables and of VL vs DL.Results: The multivariate regression model revealed that VL was an independent predictor of CPC1/2 survival (OR = 1.34, 95% CI = 1.12-1.61, p = 0.002) and of hospital discharge/30-day survival (OR = 1.26, 95% CI = 1.08-1.47, p = 0,004).Conclusion: VL for endotracheal intubation (ETI) at OHCA was associated with better neurological outcome in patients with ROSC. Therefore, the use of VL for OHCA offers a promising perspective. Further prospective studies are required.",RESUSCITATION,2023,"Risse, J; Fischer, M; Meggiolaro, KM; Fariq-Spiegel, K; Pabst, D; Manegold, R; Kill, C; Fistera, D",10.1016/j.resuscitation.2023.109688,,WOS:000968465300001,A
wos,WoS-queryA1.ris,JOUR,Variation in Post-Cardiac Arrest Care Within a Regional EMS System,"Objective: Within Emergency Medical Systems (EMS) regional systems, there may be significant differences in the approach to patient care despite efforts to promote standardization. Identifying hospital-level factors that contribute to variations in care can provide opportunities to improve patient outcomes. The purpose of this analysis was to evaluate variation in post-cardiac arrest care within a large EMS system and explore the contribution of hospital-level factors. Methods: This was a retrospective analysis from a regional cardiac system serving over 10 million persons. Patients with out-of-hospital cardiac arrest (OHCA) with return of spontaneous circulation (ROSC) are transported to 36 cardiac arrest centers with 24/7 emergent coronary angiography (CAG) capabilities and targeted temperature management (TTM) policies based on regional guidelines. We included adult patients >= 18 years with non-traumatic OHCA from 2016-2018. Patients with a Do-Not-Resuscitate order and those who died in the emergency department (ED) were excluded. For the TTM analysis, we also excluded patients who were alert in the ED. The primary outcome was receiving CAG or TTM after cardiac arrest. The secondary outcome was neurologic recovery (dichotomized to define a ""good"" outcome as cerebral performance category (CPC) 1 or 2). We used generalized estimating equations including patient-level factors (age, sex, witnessed arrest, initial rhythm) and hospital-level factors (academic status, hospital size based on licensed beds, annual OHCA patient volume) to estimate the odds ratios associated with these variables. Results: There were 7831 patients with OHCA during the study period; 4694 were analyzed for CAG and 3903 for TTM. The median and range for treatment with CAG and TTM after OHCA was 23% (12-49%) and 58% (17-92%) respectively. Hospital size was associated with increased likelihood of CAG, adjusted odds ratio 1.71, 95% CI 1.05-2.86, p = 0.03. Academic status approached significance in its association with TTM, adjusted odds ratio 1.69, 95% CI 0.98-2.91, p = 0.06. Overall, 28% of patients survived with good neurologic outcome, ranging from 17 to 43% across hospitals. Conclusion: Within this regional cardiac system, there was significant variation in use of CAG and TTM after OHCA, which was not fully explained by patient-level factors. Hospital size was associated with increased CAG.",PREHOSPITAL EMERGENCY CARE,2022,"Bosson, N; Tolles, J; Shavelle, D; Niemann, JT; Thomas, JL; French, WJ; Gausche-Hill, M",10.1080/10903127.2021.1965681,,WOS:000688007300001,A
wos,WoS-queryA1.ris,JOUR,Health-related quality of life is better for cardiac arrest survivors who received citizen cardiopulmonary resuscitation,Background - This study evaluated the prehospital factors associated with better health-related quality of life for survivors of out-of-hospital cardiac arrest.,CIRCULATION,2003,"Stiell, I; Nichol, G; Wells, G; De Maio, V; Nesbitt, L; Blackburn, J; Spaite, D",10.1161/01.CIR.0000095028.95929.B0,,WOS:000186055600007,A
wos,WoS-queryA1.ris,JOUR,Cardiopulmonary resuscitation among mechanically ventilated patients,"To evaluate the outcomes, including long-term survival, after cardiopulmonary resuscitation (CPR) in mechanically ventilated patients.",INTENSIVE CARE MEDICINE,2014,"Al-Alwan, A; Ehlenbach, WJ; Menon, PR; Young, MP; Stapleton, RD",10.1007/s00134-014-3247-2,,WOS:000334074400009,A
wos,WoS-queryA1.ris,JOUR,Inverse Association Between Bystander Use of Audiovisual Feedback From an Automated External Defibrillator and Return of Spontaneous Circulation,"Background Treatment with an automated external defibrillator (AED) improves outcome in out-of-hospital cardiac arrest (OHCA). Audiovisual feedback from an AED may assist bystanders achieve higher quality cardiopulmonary resuscitation. However, the association between audiovisual feedback and clinical outcomes is not well assessed in real-life OHCA. The aim of this study was to assess the association between audiovisual feedback from an AED used in bystander resuscitation with rates of return of spontaneous circulation (ROSC) and 30-day survival in a real-life cohort of patients with OHCA. Methods and Results We included 325 patients treated with bystander AED use before arrival of emergency medical services during 2016 to 2019 from the Capital Region of Denmark. Patients were divided into a ""feedback"" and a ""nonfeedback"" group, depending on presence of audiovisual feedback from the AED. Audiovisual feedback was defined as voice prompts with continuous feedback to ongoing resuscitation. Rates of ROSC upon hospital admission and 30-day survival were assessed, and univariate and multivariable models were applied to decide the association to audiovisual feedback. Multivariable models were adjusted for sex, age, primary heart rhythm, and location of OHCA. A total of 155 (48%) patients had a bystander AED applied with audiovisual feedback and 170 (52%) without audiovisual feedback. A lower rate of ROSC was found in the feedback group compared with the nonfeedback group (33% [n=51] versus 45% [n=76]; P=0.03). No association was observed between AV feedback and 30-day survival (feedback=27% [n=42] and nonfeedback=31% [n=53]; P=0.49). In the unadjusted logistic regression model, audiovisual feedback was associated with a decreased chance of ROSC (odds ratio, 0.61; 95% CI, 0.38-0.95; P=0.03), which remained significant after adjusted analysis (odds ratio, 0.53; 95% CI, 0.29-0.97; P=0.04), whereas we found no significant association between audiovisual feedback and 30-day survival in the unadjusted and adjusted analyses. Conclusions Audiovisual feedback from an AED used by bystanders was associated with a lower chance of ROSC at hospital admission, but we found no significant difference in 30-day survival. Focus on early and correct bystander cardiopulmonary resuscitation and AED use remain key for OHCA survival.",JOURNAL OF THE AMERICAN HEART ASSOCIATION,2022,"Obling, L; Hassager, C; Blomberg, SN; Folke, F",10.1161/JAHA.121.023232,,WOS:000755152900030,A
wos,WoS-queryA1.ris,JOUR,Outcomes Following Extracorporeal Membrane Oxygenation in Children With Cardiac Disease,"Extracorporeal membrane oxygenation is a commonly used form of mechanical circulatory support in children with congenital or acquired heart disease and cardiac failure refractory to conventional medical therapies. In children with heart disease who suffer cardiac arrest, extracorporeal membrane oxygenation has been successfully used to provide cardiopulmonary support when conventional resuscitation has failed to establish return of spontaneous circulation. Survival to hospital discharge for children with heart disease support is approximately 40% but varies widely based on age, indication for support, and underlying cardiac disease. Although extracorporeal membrane oxygenation is lifesaving in many instances, it is associated with many complications and is expensive. Thus, a clear understanding of survival to discharge and long-term functional and neurologic outcomes are essential to guide the use of extracorporeal membrane oxygenation now and in the future. This review, part of the Pediatric Cardiac Intensive Care Society/Extracorporeal Life Support Organization Joint Statement on Mechanical Circulatory Support, summarizes current knowledge on short- and long-term outcomes for extracorporeal membrane oxygenation used to support children with cardiac disease.",PEDIATRIC CRITICAL CARE MEDICINE,2013,"Brown, KL; Ichord, R; Marino, BS; Thiagarajan, RR",10.1097/PCC.0b013e318292e3fc,,WOS:000336519300012,A
wos,WoS-queryA1.ris,JOUR,Pediatric cardiopulmonary-cerebral resuscitation: an overview and future directions,"During the past 40 years, the principles of cardiopulmonary resuscitation (CPR) have remained fundamentally unchanged. Few advanced life-support interventions unequivocally improve long-term intact neurologic survival following cardiac arrest. As efforts to improve neurologic outcome following cardiac arrest continue, many promising basic science-based interventions are under investigation to convert simple CPR to cardiopulmonary cerebral resuscitation. This article summarizes the scientific basis for selected pediatric resuscitation interventions and highlights promising strategies to improve outcomes in the future.",CRITICAL CARE CLINICS,2003,"Morris, MC; Nadkarni, VM",10.1016/S0749-0704(03)00003-4,,WOS:000183662900002,A
wos,WoS-queryA1.ris,JOUR,Epinephrine for Out-of-Hospital Cardiac Arrest: An Updated Systematic Review and Meta-Analysis*,"Objectives: To perform an updated systematic review and meta-analysis of clinical trials evaluating epinephrine for adult out-of-hospital cardiac arrest resuscitation. Data Sources: The search included MEDLINE, EMBASE, and Ovid Evidence-Based Medicine, clinical trial registries, and bibliographies. Study Selection: Randomized and quasi-randomized controlled trials that compared the current standard dose of epinephrine to placebo, high or low dose epinephrine, any other vasopressor alone or in combination were screened by three independent reviewers. Data Extraction: Randomized and quasi-randomized controlled trials that compared the current standard dose of epinephrine to placebo, high or low dose epinephrine, any other vasopressor alone or in combination were screened by three independent reviewers. Data Synthesis: A total of 17 trials (21,510 patients) were included; seven were judged to be at high risk of bias. Compared to placebo, pooled results from two trials showed that standard dose of epinephrine increased return of spontaneous circulation (risk ratio, 3.09; 95% CI, 2.82-3.89), survival to hospital admission (risk ratio, 2.50; 95% CI, 1.68-3.72), and survival to discharge (risk ratio, 1.44; 95% CI, 1.11-1.86). The largest placebo-controlled trial showed that standard dose of epinephrine also improved survival at 30 days and 3 months but not neurologic outcomes, standard dose of epinephrine decreased return of spontaneous circulation (risk ratio, 0.87; 95% CI, 0.77-0.98) and survival to admission (risk ratio, 0.88; 95% CI, 0.78-0.99) when compared with high dose epinephrine. There were no differences in outcomes between standard dose of epinephrine and vasopressin alone or in combination with epinephrine. Conclusions: Largely based on one randomized controlled trial, standard dose of epinephrine improved overall survival but not neurologic outcomes in out-of-hospital cardiac arrest patients compared with placebo. There is a paucity of trials with meaningful patient outcomes; future epinephrine trials should evaluate dose and method of delivery on long-term survival, neurologic function, and quality of life after cardiac arrest.",CRITICAL CARE MEDICINE,2020,"Aves, T; Chopra, A; Patel, M; Lin, S",10.1097/CCM.0000000000004130,,WOS:000509960000020,A
